tracking_id,fecha_recogida,fecha_entrega,ciudad,codigo_postal,peso_kg,estado,repartidor_id,cliente_tipo,importe_envio
RPX-2024-014292,2024-12-18 16:02:19,2024-12-20 03:27:19,Barcelona,08040,4.5,ENTREGADO,REP-140,PARTICULAR,12.14
RPX-2024-000181,2024-06-21 08:53:24,,Sevilla,41014,17.24,DEVUELTO,REP-061,EMPRESA,11.8
RPX-2024-010226,2024-06-07 12:03:03,2024-06-08 16:03:03,  Valencia  ,46023,5.44,ENTREGADO,REP-018,PARTICULAR,11.84
RPX-2024-001115,2024-11-25 14:36:21,2024-11-27 01:35:21,Madrid,28016,16.64,ENTREGADO,REP-015,EMPRESA,16.93
RPX-2024-009159,2024-04-02 18:14:11,2024-04-03 11:10:11,Bilbao,48005,4.37,ENTREGADO,REP-063,PARTICULAR,6.04
RPX-2024-010733,2024-01-02 16:15:04,2024-01-03 19:06:04,Madrid,28015,6.2,ENTREGADO,REP-102,EMPRESA,7.17
RPX-2024-013782,2024-06-13 12:46:05,2024-06-14 14:44:05,Madrid,28028,8.93,ENTREGADO,REP-242,EMPRESA,8.14
RPX-2024-000452,2024-12-14 18:31:42,2024-12-16 05:06:42,Barcelona,08035,21.39,ENTREGADO,REP-127,PARTICULAR,9.18
RPX-2024-007704,2024-12-23 15:00:37,2024-12-25 02:16:37,MADRID,28019,,ENTREGADO,REP-074,PARTICULAR,7.57
RPX-2024-003237,2024-10-14 18:07:08,,Madrid,28029,22.68,DEVUELTO,REP-089,EMPRESA,4.0
RPX-2024-008650,2024-12-12 09:26:45,2024-12-12 23:36:45,Madrid,28039,17.9,ENTREGADO,REP-157,EMPRESA,6.23
RPX-2024-013972,2024-05-22 11:29:11,2024-05-23 02:31:11,Valencia,46009,7.18,ENTREGADO,REP-198,PARTICULAR,5.18
RPX-2024-001302,2024-10-21 18:45:04,2024-10-23 06:47:04,Madrid,28012,20.23,ENTREGADO,REP-211,PARTICULAR,15.54
RPX-2024-004077,2024-09-09 08:58:32,2024-09-10 11:27:32,Madrid,28009,9.39,ENTREGADO,REP-108,PARTICULAR,5.5
RPX-2024-001975,2024-03-22 15:27:30,2024-03-24 01:52:30,Valencia,46004,21.77,ENTREGADO,REP-208,PARTICULAR,11.2
RPX-2024-011252,2024-01-10 13:58:06,2024-01-11 07:59:06,Madrid,28001,8.67,ENTREGADO,REP-237,PARTICULAR,13.63
RPX-2024-002521,2024-05-18 12:31:08,2024-05-19 22:49:08,Barcelona,08041,16.87,ENTREGADO,REP-150,PARTICULAR,11.02
RPX-2024-010403,2024-06-14 08:06:56,2024-06-15 11:49:56,Madrid,28015,4.59,ENTREGADO,REP-145,PARTICULAR,10.71
RPX-2024-001777,2024-05-31 10:33:17,,madrid,28014,12.47,DEVUELTO,REP-039,PARTICULAR,12.07
RPX-2024-005266,2024-06-13 10:15:39,2024-06-14 15:59:39,Barcelona,08031,12.15,ENTREGADO,REP-160,PARTICULAR,5.34
RPX-2024-014132,2024-10-21 16:35:09,2024-10-23 04:43:09,Barcelona,08009,9.94,ENTREGADO,REP-209,EMPRESA,6.61
RPX-2024-004738,2024-03-27 08:10:37,,Madrid,28013,19.98,DEVUELTO,REP-037,PARTICULAR,4.38
RPX-2024-002489,09/12/2024 11:18:58,2024-12-09 19:45:58,Barcelona,08018,16.75,ENTREGADO,REP-032,PARTICULAR,4.89
RPX-2024-009314,2024-11-15 16:31:41,2024-11-16 20:48:41,Sevilla,41019,12.07,ENTREGADO,REP-035,EMPRESA,6.59
RPX-2024-012213,2024-05-23 17:48:46,2024-05-24 06:13:46,Sevilla,41015,4.8,ENTREGADO,REP-028,PARTICULAR,17.4
RPX-2024-009450,2024-06-06 12:08:10,2024-06-07 21:16:10,Valencia,46025,7.37,ENTREGADO,REP-069,PARTICULAR,4.49
RPX-2024-014216,2024-08-03 11:35:54,2024-08-03 17:19:54,Valencia,46009,14.07,ENTREGADO,REP-188,EMPRESA,8.37
RPX-2024-010752,2024-10-06 11:06:14,2024-10-06 22:07:14,Barcelona,08005,5.38,ENTREGADO,REP-211,PARTICULAR,13.44
RPX-2024-004246,2024-04-15 12:53:45,2024-04-16 08:10:45,Madrid,28011,20.94,ENTREGADO,REP-220,EMPRESA,14.95
RPX-2024-010953,2024-07-29 11:39:23,2024-07-30 19:24:23,Madrid,28027,24.96,ENTREGADO,REP-236,PARTICULAR,7.0
RPX-2024-000691,2024-06-23 13:48:18,2024-06-24 19:34:18,Bilbao,48009,9.02,ENTREGADO,REP-085,PARTICULAR,13.28
RPX-2024-013369,2024-03-07 14:52:41,,Madrid,28040,23.51,DEVUELTO,REP-179,EMPRESA,17.39
RPX-2024-014860,2024-07-17 10:01:30,2024-07-18 11:53:30,Madrid,28033,7.74,ENTREGADO,REP-204,EMPRESA,6.45
RPX-2024-003962,2024-11-29 15:43:18,2024-11-30 06:38:18,Barcelona,08012,24.9,ENTREGADO,REP-218,PARTICULAR,8.23
RPX-2024-002766,2024-05-23 18:22:33,2024-05-24 19:22:33,VALENCIA,46016,14.77,ENTREGADO,REP-086,PARTICULAR,4.91
RPX-2024-005677,2024-11-04 15:15:02,,Barcelona,08020,14.56,DEVUELTO,REP-116,PARTICULAR,16.66
RPX-2024-008454,2024-10-03 09:19:38,2024-10-04 06:55:38,Barcelona,08027,,ENTREGADO,REP-073,PARTICULAR,7.02
RPX-2024-005472,2024-12-11 08:12:26,2024-12-12 04:55:26,Barcelona,08008,10.22,ENTREGADO,REP-048,PARTICULAR,3.98
RPX-2024-007235,2024-11-08 09:11:34,2024-11-09 12:51:34,Valencia,46025,23.29,ENTREGADO,REP-097,EMPRESA,10.17
RPX-2024-006859,2024-04-23 14:34:22,2024-04-24 06:46:22,Barcelona,08028,3.04,ENTREGADO,REP-195,PARTICULAR,8.91
RPX-2024-003893,2024-09-20 08:54:11,2024-09-20 23:09:11,Valencia,46019,24.08,ENTREGADO,REP-085,PARTICULAR,8.5
RPX-2024-007217,2024-08-09 11:01:09,,Barcelona,08040,2.14,INCIDENCIA,REP-222,EMPRESA,7.97
RPX-2024-013712,26/09/2024 17:51:17,2024-09-27 11:24:17,Barcelona,08031,19.81,ENTREGADO,REP-153,PARTICULAR,12.8
RPX-2024-007653,2024-10-17 14:10:24,2024-10-18 04:51:24,Barcelona,08019,24.6,ENTREGADO,REP-099,PARTICULAR,5.04
RPX-2024-012561,2024-07-06 10:16:52,2024-07-06 16:46:52,Valencia,46025,15.13,ENTREGADO,REP-130,PARTICULAR,14.96
RPX-2024-007660,2024-12-11 11:34:27,2024-12-12 19:56:27,Bilbao,48004,7.37,ENTREGADO,REP-130,PARTICULAR,13.64
RPX-2024-001140,2024-06-28 10:12:39,2024-06-28 18:59:39,Barcelona,08038,5.82,ENTREGADO,REP-127,PARTICULAR,16.74
RPX-2024-009069,2024-04-02 11:43:30,,Barcelona,8018,8.07,INCIDENCIA,REP-136,PARTICULAR,17.01
RPX-2024-003172,2024-12-10 13:03:34,2024-12-11 18:38:34,Madrid,28036,23.26,ENTREGADO,REP-075,PARTICULAR,5.88
RPX-2024-011681,12/11/2024 11:40:31,2024-11-13 12:57:31,madrid,28045,,ENTREGADO,REP-172,PARTICULAR,16.35
RPX-2024-001635,2024-12-24 11:14:42,,Sevilla,41020,5.97,INCIDENCIA,REP-084,PARTICULAR,4.86
RPX-2024-002403,2024-10-17 15:58:44,2024-10-18 23:55:44,Barcelona,08001,4.21,ENTREGADO,REP-081,PARTICULAR,7.3
RPX-2024-001963,2024-07-05 09:38:11,2024-07-05 19:30:11,Madrid,28037,6.45,ENTREGADO,REP-130,PARTICULAR,16.5
RPX-2024-007749,2024-01-19 09:25:31,2024-01-19 14:48:31,Bilbao,48009,,ENTREGADO,REP-206,PARTICULAR,3.5
RPX-2024-009034,2024-06-28 15:26:14,2024-06-29 02:28:14,Barcelona,08042,6.14,ENTREGADO,REP-138,PARTICULAR,11.81
RPX-2024-007301,2024-01-26 17:09:10,2024-01-28 02:46:10,Sevilla,41007,11.87,ENTREGADO,REP-209,PARTICULAR,12.48
RPX-2024-006712,2024-08-01 18:47:05,2024-08-02 14:46:05,Madrid,28037,9.54,ENTREGADO,REP-002,PARTICULAR,17.77
RPX-2024-010702,2024-05-31 08:10:09,2024-06-01 01:45:09,Valencia,46005,4.29,ENTREGADO,REP-041,PARTICULAR,3.87
RPX-2024-003216,2024-01-30 18:31:14,2024-01-31 05:14:14,Valencia,46009,22.42,ENTREGADO,REP-065,EMPRESA,3.67
RPX-2024-014956,2024-07-12 15:43:15,2024-07-13 02:32:15,Valencia,46006,15.84,ENTREGADO,REP-202,PARTICULAR,11.2
RPX-2024-004399,2024-01-16 12:19:55,2024-01-17 20:55:55,MADRID,28020,16.68,ENTREGADO,REP-101,EMPRESA,4.77
RPX-2024-010437,2024-06-22 12:25:33,2024-06-23 06:51:33,Barcelona,08014,6.4,ENTREGADO,REP-140,EMPRESA,11.57
RPX-2024-007867,2024-08-22 13:23:04,2024-08-23 16:00:04,  Madrid  ,28013,3.65,ENTREGADO,REP-152,PARTICULAR,13.15
RPX-2024-007317,2024-04-06 11:59:18,2024-04-07 16:20:18,Sevilla,41003,18.62,ENTREGADO,REP-158,PARTICULAR,16.56
RPX-2024-014207,2024-02-28 12:32:00,2024-02-29 13:56:00,Madrid,28015,14.86,ENTREGADO,REP-194,PARTICULAR,14.64
RPX-2024-001735,2024-09-22 12:35:57,,Barcelona,08009,14.3,INCIDENCIA,REP-236,EMPRESA,14.76
RPX-2024-006237,2024-11-21 11:13:42,2024-11-21 16:17:42,Sevilla,41017,5.07,ENTREGADO,REP-234,PARTICULAR,4.32
RPX-2024-006788,2024-11-15 09:45:58,2024-11-15 23:12:58,Madrid,28050,21.07,ENTREGADO,REP-206,PARTICULAR,5.25
RPX-2024-009771,2024-12-14 13:49:29,2024-12-16 00:23:29,Madrid,28022,4.49,ENTREGADO,REP-138,PARTICULAR,4.62
RPX-2024-014542,2024-06-18 09:11:38,2024-06-18 23:42:38,Barcelona,08032,13.31,ENTREGADO,REP-035,PARTICULAR,5.05
RPX-2024-007244,2024-06-12 11:24:21,2024-06-13 18:51:21,Barcelona,08011,23.58,ENTREGADO,REP-027,PARTICULAR,13.52
RPX-2024-006065,2024-10-09 15:27:10,2024-10-10 07:18:10,Barcelona,08025,13.45,ENTREGADO,REP-110,PARTICULAR,8.71
RPX-2024-003068,30/12/2024 15:54:36,2025-01-01 03:41:36,Barcelona,08028,6.57,ENTREGADO,REP-193,PARTICULAR,12.7
RPX-2024-014914,30/04/2024 08:17:42,2024-05-01 02:24:42,Madrid,28005,13.9,ENTREGADO,REP-228,PARTICULAR,13.02
RPX-2024-011043,26/11/2024 08:29:28,2024-11-27 17:39:28,Barcelona,08006,10.48,ENTREGADO,REP-207,PARTICULAR,14.04
RPX-2024-006362,2024-12-08 10:52:04,2024-12-09 22:05:04,Bilbao,48001,4.83,ENTREGADO,REP-141,EMPRESA,7.87
RPX-2024-007710,2024-10-08 10:32:00,2024-10-09 21:33:00,Bilbao,48012,20.53,ENTREGADO,REP-091,EMPRESA,10.92
RPX-2024-009333,2024-07-11 16:03:10,2024-07-12 03:17:10,Madrid,28035,8.16,ENTREGADO,REP-168,EMPRESA,14.82
RPX-2024-009853,2024-12-04 09:08:51,2024-12-05 14:36:51,Madrid,28032,,ENTREGADO,REP-137,PARTICULAR,13.88
RPX-2024-001186,2024-12-17 09:15:26,2024-12-18 09:38:26,Madrid,28018,16.6,ENTREGADO,REP-201,PARTICULAR,15.41
RPX-2024-005340,2024-05-13 10:52:33,2024-05-14 09:16:33,Bilbao,48011,14.73,ENTREGADO,REP-054,PARTICULAR,16.35
RPX-2024-000119,2024-04-22 08:51:45,2024-04-22 19:34:45,Madrid,28055,20.04,ENTREGADO,REP-133,EMPRESA,14.24
RPX-2024-012886,2024-11-26 18:59:14,2024-11-27 05:12:14,Madrid,28019,15.48,ENTREGADO,REP-104,PARTICULAR,4.29
RPX-2024-001122,2024-01-05 13:42:10,2024-01-07 02:01:10,  Valencia  ,46015,7.48,ENTREGADO,REP-207,EMPRESA,9.32
RPX-2024-004485,2024-09-26 12:55:19,2024-09-28 01:31:19,Madrid,28039,24.7,ENTREGADO,REP-032,EMPRESA,10.62
RPX-2024-004685,2024-08-22 13:33:13,2024-08-23 18:46:13,SEVILLA,41009,3.9,ENTREGADO,REP-092,PARTICULAR,6.07
RPX-2024-013859,2024-10-21 14:22:38,2024-10-22 20:13:38,Madrid,28020,15.02,ENTREGADO,REP-054,EMPRESA,5.5
RPX-2024-013045,2024-02-13 12:29:51,2024-02-14 22:55:51,Sevilla,41006,8.04,ENTREGADO,REP-157,PARTICULAR,14.47
RPX-2024-006104,2024-07-18 17:24:27,2024-07-19 15:13:27,Sevilla,41017,6.43,ENTREGADO,REP-947,PARTICULAR,7.67
RPX-2024-011121,2024-09-15 09:37:07,2024-09-16 05:39:07,Valencia,46006,2.31,ENTREGADO,REP-233,PARTICULAR,16.72
RPX-2024-004009,2024-10-08 17:32:55,,Sevilla,41016,7.05,DEVUELTO,REP-048,PARTICULAR,17.66
RPX-2024-006101,2024-11-11 16:57:15,2024-11-11 23:54:15,Barcelona,08003,3.86,ENTREGADO,REP-180,PARTICULAR,13.94
RPX-2024-005951,2024-03-13 13:36:45,2024-03-13 22:25:45,Valencia,46012,9.26,ENTREGADO,REP-040,EMPRESA,12.57
RPX-2024-011434,2024-07-03 12:51:29,2024-07-03 21:40:29,Madrid,28018,6.44,ENTREGADO,REP-170,PARTICULAR,9.78
RPX-2024-003830,2024-03-21 08:48:50,2024-03-21 14:58:50,Madrid,28032,15.53,ENTREGADO,REP-009,PARTICULAR,16.91
RPX-2024-005408,2024-02-19 16:24:31,2024-02-19 22:04:31,Barcelona,08009,13.51,ENTREGADO,REP-081,EMPRESA,15.63
RPX-2024-009246,2024-06-26 11:34:11,2024-06-27 11:47:11,Madrid,28029,23.56,ENTREGADO,REP-014,PARTICULAR,14.88
RPX-2024-007818,2024-12-12 17:56:57,2024-12-13 16:59:57,sevilla,41003,22.2,ENTREGADO,REP-124,PARTICULAR,15.93
RPX-2024-009899,2024-12-06 18:50:41,2024-12-07 07:05:41,Madrid,28004,16.45,ENTREGADO,REP-124,EMPRESA,8.86
RPX-2024-010421,2024-04-12 08:32:56,2024-04-13 07:40:56,Sevilla,41005,1.94,ENTREGADO,REP-107,PARTICULAR,6.33
RPX-2024-005436,2024-07-16 12:49:33,2024-07-17 20:51:33,Madrid,28008,23.48,ENTREGADO,REP-204,PARTICULAR,17.83
RPX-2024-012470,2024-09-16 17:07:13,2024-09-17 00:21:13,Valencia,46015,12.75,ENTREGADO,REP-124,PARTICULAR,7.7
RPX-2024-006454,2024-11-28 09:46:48,2024-11-29 04:06:48,  Sevilla  ,41001,7.56,ENTREGADO,REP-168,PARTICULAR,5.05
RPX-2024-003575,2024-04-29 11:53:51,2024-04-30 03:17:51,Madrid,28011,23.93,ENTREGADO,REP-140,PARTICULAR,16.05
RPX-2024-007170,23/10/2024 18:43:05,,Madrid,28032,20.45,INCIDENCIA,REP-153,PARTICULAR,12.13
RPX-2024-005850,2024-12-17 13:35:16,2024-12-17 23:33:16,Valencia,46012,23.35,ENTREGADO,REP-076,EMPRESA,10.37
RPX-2024-007000,2024-05-17 15:56:52,,Madrid,28008,14.09,DEVUELTO,REP-161,PARTICULAR,10.9
RPX-2024-002646,2024-12-25 17:15:01,,Valencia,46003,17.2,DEVUELTO,REP-911,EMPRESA,16.44
RPX-2024-009074,2024-05-17 16:24:52,2024-05-18 07:50:52,Valencia,46009,23.0,ENTREGADO,REP-054,EMPRESA,10.52
RPX-2024-006890,2024-07-07 15:36:29,2024-07-08 13:28:29,Valencia,46021,15.75,ENTREGADO,REP-066,EMPRESA,16.54
RPX-2024-013082,2024-05-29 12:54:33,,Madrid,28009,24.86,DEVUELTO,REP-147,EMPRESA,5.97
RPX-2024-008652,2024-07-29 16:22:52,2024-07-30 21:54:52,Barcelona,08029,17.45,ENTREGADO,REP-035,PARTICULAR,16.46
RPX-2024-000625,2024-11-03 17:06:43,2024-11-05 00:49:43,Valencia,46005,21.07,ENTREGADO,REP-250,EMPRESA,4.89
RPX-2024-005217,2024-12-12 16:42:03,2024-12-13 06:47:03,Bilbao,48002,3.58,ENTREGADO,REP-194,PARTICULAR,14.32
RPX-2024-009180,2024-10-25 08:47:51,,Bilbao,48007,0.31,INCIDENCIA,REP-237,PARTICULAR,13.88
RPX-2024-014302,2024-01-04 08:23:38,2024-01-05 12:54:38,Sevilla,41002,20.46,ENTREGADO,REP-179,PARTICULAR,12.9
RPX-2024-006180,2024-05-16 16:10:52,2024-05-17 17:23:52,Valencia,46016,14.5,ENTREGADO,REP-075,PARTICULAR,16.56
RPX-2024-003762,2024-11-26 15:16:13,2024-11-27 22:54:13,Barcelona,08041,16.66,ENTREGADO,REP-148,PARTICULAR,5.96
RPX-2024-001350,2024-07-06 17:35:59,2024-07-07 04:35:59,Madrid,28010,4.79,ENTREGADO,REP-017,PARTICULAR,3.53
RPX-2024-014655,2024-02-25 11:40:40,,Barcelona,08022,7.12,INCIDENCIA,REP-237,PARTICULAR,5.12
RPX-2024-012148,01/11/2024 08:32:41,2024-11-02 10:54:41,Valencia,46009,24.6,ENTREGADO,REP-111,EMPRESA,12.86
RPX-2024-003638,20/09/2024 16:44:44,,Madrid,28038,2.91,INCIDENCIA,REP-067,EMPRESA,14.59
RPX-2024-009031,2024-07-24 14:51:12,2024-07-24 22:07:12,Barcelona,08013,20.72,ENTREGADO,REP-115,PARTICULAR,9.11
RPX-2024-012694,2024-09-18 10:43:17,2024-09-19 22:14:17,SEVILLA,41009,2.09,ENTREGADO,REP-129,EMPRESA,11.66
RPX-2024-000035,2024-04-24 14:05:58,,Madrid,28029,23.28,INCIDENCIA,REP-096,PARTICULAR,9.25
RPX-2024-001326,2024-06-11 09:30:05,2024-06-12 14:43:05,Barcelona,08004,10.65,ENTREGADO,REP-166,PARTICULAR,17.65
RPX-2024-001163,2024-10-18 14:16:44,2024-10-19 19:58:44,Sevilla,41019,21.08,ENTREGADO,REP-025,PARTICULAR,11.68
RPX-2024-007431,2024-03-17 17:39:42,2024-03-18 05:40:42,Barcelona,08018,8.34,ENTREGADO,REP-136,EMPRESA,14.64
RPX-2024-012855,2024-12-02 12:19:41,2024-12-02 20:26:41,Madrid,28005,4.78,ENTREGADO,REP-138,PARTICULAR,10.41
RPX-2024-013239,2024-12-13 13:52:34,2024-12-14 22:39:34,Madrid,28049,2.02,ENTREGADO,REP-074,PARTICULAR,9.26
RPX-2024-005751,2024-08-11 16:34:59,2024-08-12 16:08:59,Sevilla,41004,15.97,ENTREGADO,REP-213,PARTICULAR,13.46
RPX-2024-005488,2024-06-16 12:20:23,2024-06-16 16:32:23,Madrid,28039,8.9,ENTREGADO,REP-245,EMPRESA,12.78
RPX-2024-013103,2024-01-02 16:52:38,2024-01-04 00:02:38,Madrid,28036,15.45,ENTREGADO,REP-082,PARTICULAR,15.81
RPX-2024-005570,2024-01-18 11:14:54,2024-01-19 09:19:54,Madrid,28011,1.9,ENTREGADO,REP-121,EMPRESA,5.33
RPX-2024-002869,2024-02-16 11:21:55,,  Madrid  ,28016,22.39,INCIDENCIA,REP-015,EMPRESA,12.65
RPX-2024-000607,2024-04-15 11:16:57,2024-04-15 22:11:57,Sevilla,41015,15.98,ENTREGADO,REP-032,PARTICULAR,4.74
RPX-2024-002567,2024-07-02 18:51:47,2024-07-03 15:46:47,Madrid,28055,,ENTREGADO,REP-065,PARTICULAR,12.76
RPX-2024-012720,2024-10-04 16:20:56,,Barcelona,08030,4.7,INCIDENCIA,REP-071,EMPRESA,12.46
RPX-2024-013867,2024-12-16 18:25:18,2024-12-17 09:03:18,Barcelona,08041,14.02,ENTREGADO,REP-112,PARTICULAR,17.09
RPX-2024-010452,2024-10-04 09:43:11,2024-10-05 16:28:11,Barcelona,08014,19.25,ENTREGADO,REP-119,EMPRESA,8.35
RPX-2024-008259,2024-08-26 13:40:13,2024-08-27 06:40:13,Barcelona,08018,24.23,ENTREGADO,REP-248,PARTICULAR,7.7
RPX-2024-012246,2024-03-11 14:24:43,2024-03-13 00:00:43,Barcelona,08001,15.27,ENTREGADO,REP-109,EMPRESA,10.0
RPX-2024-009777,2024-05-04 17:56:28,2024-05-05 05:30:28,Madrid,28026,4.98,ENTREGADO,REP-104,PARTICULAR,6.65
RPX-2024-002204,15/03/2024 12:25:26,2024-03-15 18:14:26,Madrid,28030,2.62,ENTREGADO,REP-147,PARTICULAR,13.37
RPX-2024-001484,2024-04-10 11:31:15,2024-04-10 20:21:15,  Barcelona  ,08029,4.82,ENTREGADO,REP-013,PARTICULAR,4.75
RPX-2024-004025,2024-08-27 14:18:52,2024-08-27 23:23:52,Barcelona,08014,"8,13",ENTREGADO,REP-082,EMPRESA,13.76
RPX-2024-013175,2024-06-28 13:59:32,2024-06-28 20:58:32,Madrid,28017,4.42,ENTREGADO,REP-234,PARTICULAR,12.76
RPX-2024-012203,2024-08-03 13:30:41,2024-08-03 20:45:41,Sevilla,41017,1.62,ENTREGADO,REP-043,PARTICULAR,14.24
RPX-2024-009147,2024-05-11 11:27:39,2024-05-11 17:19:39,Barcelona,08037,9.95,ENTREGADO,REP-012,PARTICULAR,12.34
RPX-2024-006138,02/11/2024 13:36:41,2024-11-02 19:30:41,Madrid,28020,19.72,ENTREGADO,REP-039,PARTICULAR,6.34
RPX-2024-002907,2024-11-22 11:12:41,2024-11-22 19:31:41,Bilbao,48002,24.35,ENTREGADO,REP-202,PARTICULAR,8.38
RPX-2024-010405,2024-02-27 14:01:41,2024-02-28 18:54:41,Sevilla,41020,14.81,ENTREGADO,REP-098,PARTICULAR,7.44
RPX-2024-010036,2024-07-03 12:22:35,,Barcelona,08017,12.24,INCIDENCIA,REP-180,PARTICULAR,10.45
RPX-2024-004968,2024-05-17 15:30:10,2024-05-18 14:25:10,Barcelona,08008,7.9,ENTREGADO,REP-066,EMPRESA,5.19
RPX-2024-000502,2024-05-02 15:25:31,,  Barcelona  ,08040,22.65,INCIDENCIA,REP-016,EMPRESA,6.86
RPX-2024-009466,2024-01-29 17:21:12,2024-01-30 09:10:12,Bilbao,48002,2.7,ENTREGADO,REP-048,PARTICULAR,11.65
RPX-2024-013208,2024-03-11 08:16:23,2024-03-11 20:11:23,Sevilla,41020,19.52,ENTREGADO,REP-099,PARTICULAR,11.34
RPX-2024-000729,30/06/2024 12:45:38,,Bilbao,48013,2.06,INCIDENCIA,REP-194,EMPRESA,9.62
RPX-2024-005453,2024-08-11 12:41:50,,Sevilla,41015,7.22,DEVUELTO,REP-082,EMPRESA,4.4
RPX-2024-013237,03/07/2024 14:56:30,2024-07-03 21:01:30,  Madrid  ,28025,24.56,ENTREGADO,REP-155,EMPRESA,6.05
RPX-2024-009938,2024-05-20 16:53:10,2024-05-21 04:40:10,  Madrid  ,28032,9.75,ENTREGADO,REP-035,PARTICULAR,5.31
RPX-2024-008327,2024-03-26 13:53:47,,Sevilla,41008,19.42,DEVUELTO,REP-198,EMPRESA,6.65
RPX-2024-002266,2024-04-30 15:38:17,2024-04-30 20:52:17,Valencia,46015,5.53,ENTREGADO,REP-067,EMPRESA,10.02
RPX-2024-004106,2024-04-22 16:22:47,2024-04-23 13:01:47,Bilbao,48010,23.41,ENTREGADO,REP-070,PARTICULAR,17.61
RPX-2024-013087,2024-11-07 17:59:29,,Madrid,28035,23.16,INCIDENCIA,REP-133,EMPRESA,6.16
RPX-2024-013990,2024-10-03 17:02:35,2024-10-04 06:51:35,Barcelona,08009,20.42,ENTREGADO,REP-072,PARTICULAR,10.54
RPX-2024-004202,2024-11-13 09:15:40,2024-11-14 20:13:40,Valencia,46020,19.92,ENTREGADO,REP-155,PARTICULAR,13.09
RPX-2024-002288,2024-11-15 18:43:56,,SEVILLA,41018,12.06,INCIDENCIA,REP-019,PARTICULAR,17.02
RPX-2024-008555,2024-10-24 14:11:38,2024-10-26 00:28:38,Barcelona,08021,7.73,ENTREGADO,REP-188,EMPRESA,3.77
RPX-2024-007184,27/05/2024 10:15:52,2024-05-28 18:39:52,Madrid,28042,9.69,ENTREGADO,REP-150,PARTICULAR,4.23
RPX-2024-006544,2024-03-14 13:13:42,2024-03-15 23:22:42,Madrid,28001,5.78,ENTREGADO,REP-164,PARTICULAR,15.87
RPX-2024-005612,2024-12-06 08:05:48,2024-12-06 16:10:48,Barcelona,08031,19.29,ENTREGADO,REP-224,PARTICULAR,14.12
RPX-2024-000566,2024-12-04 15:20:17,2024-12-05 12:01:17,Madrid,28012,2.08,ENTREGADO,REP-129,EMPRESA,7.77
RPX-2024-005633,2024-03-19 11:59:48,,Bilbao,48014,20.94,INCIDENCIA,REP-188,PARTICULAR,15.72
RPX-2024-014540,2024-10-28 09:05:57,,Valencia,46023,17.7,INCIDENCIA,REP-203,PARTICULAR,11.72
RPX-2024-014138,16/10/2024 17:35:34,2024-10-18 00:38:34,Bilbao,48015,0.35,ENTREGADO,REP-141,PARTICULAR,7.57
RPX-2024-002966,2024-10-05 15:17:02,2024-10-06 06:32:02,Madrid,28040,17.05,ENTREGADO,REP-097,PARTICULAR,9.56
RPX-2024-000193,2024-01-30 18:00:30,2024-01-30 22:14:30,Sevilla,41006,6.46,ENTREGADO,REP-248,EMPRESA,7.93
RPX-2024-007585,2024-10-05 10:20:58,2024-10-06 01:44:58,Madrid,28005,12.95,ENTREGADO,REP-082,PARTICULAR,4.26
RPX-2024-012035,2024-11-18 15:14:57,2024-11-19 03:52:57,Madrid,28037,21.12,ENTREGADO,REP-048,PARTICULAR,4.35
RPX-2024-009515,2024-07-25 16:59:09,,Sevilla,41007,22.72,DEVUELTO,REP-218,EMPRESA,12.96
RPX-2024-002723,06/06/2024 16:42:17,,Madrid,28044,,INCIDENCIA,REP-194,PARTICULAR,13.93
RPX-2024-011040,2024-02-20 08:43:18,,Barcelona,08025,20.32,INCIDENCIA,REP-001,PARTICULAR,5.09
RPX-2024-012921,2024-12-09 14:27:42,2024-12-11 00:29:42,Madrid,28009,2.65,ENTREGADO,REP-033,EMPRESA,12.08
RPX-2024-002552,2024-02-13 16:06:05,2024-02-14 19:05:05,Valencia,46024,9.16,ENTREGADO,REP-161,EMPRESA,11.51
RPX-2024-009041,2024-05-23 08:21:56,2024-05-24 05:42:56,Valencia,46009,8.34,ENTREGADO,REP-097,PARTICULAR,12.49
RPX-2024-004570,30/10/2024 12:58:30,2024-10-30 20:53:30,Bilbao,48011,19.39,ENTREGADO,REP-138,EMPRESA,8.14
RPX-2024-009060,2024-10-08 18:43:18,2024-10-09 06:22:18,Bilbao,48002,17.92,ENTREGADO,REP-135,PARTICULAR,7.96
RPX-2024-001306,2024-12-06 08:13:29,2024-12-06 22:19:29,Madrid,28030,2.41,ENTREGADO,REP-171,PARTICULAR,5.8
RPX-2024-000938,2024-11-06 14:23:42,,Madrid,28048,1.05,INCIDENCIA,REP-013,EMPRESA,9.08
RPX-2024-008978,22/05/2024 13:24:06,2024-05-23 10:58:06,Madrid,28045,7.8,ENTREGADO,REP-236,PARTICULAR,10.01
RPX-2024-002894,2024-01-17 13:46:58,2024-01-18 04:07:58,Valencia,46011,23.47,ENTREGADO,REP-108,EMPRESA,15.53
RPX-2024-003340,2024-07-27 18:38:56,2024-07-28 13:18:56,Barcelona,08041,0.8,ENTREGADO,REP-216,PARTICULAR,11.56
RPX-2024-005209,2024-11-29 13:31:59,,Madrid,28044,13.76,DEVUELTO,REP-176,EMPRESA,12.69
RPX-2024-008917,2024-02-01 17:31:08,2024-02-02 19:00:08,Madrid,28006,20.97,ENTREGADO,REP-229,PARTICULAR,10.57
